input_tokens,profile,prompt_tps,generation_tps,first_piece_seconds,request_seconds,repetitions
4096,Previous CIRU,392.00366125294556,22.51733524535651,10.69582200050354,16.336945295333862,2
65536,Previous CIRU,284.4915510098569,13.332401115050645,230.45938777923584,239.98778319358826,1
4096,CIRU v3,455.6541833933926,24.599275541650545,9.245681206385294,14.40951939423879,6
65536,CIRU v3,369.80548798995795,24.219011568105987,177.32060686747232,182.56692719459534,3
4096,Halo,381.49292683846284,35.30120650212089,11.094179451465607,14.69240266084671,4
65536,Halo,263.42074609163245,23.278333535262185,248.91091644763947,254.3688863515854,2
