time_s	lane_id	generated_tokens	phase
160.000	gemma4-26b-a4b-q4km-gemma-bin	6997	decode
160.000	gemma4-e2b-q4km-gemma-bin	8192	done
162.000	qwen36-27b-dflash-pflash	2507	decode
162.000	qwen36-27b-baseline	1248	decode
162.000	qwen36-35b-a3b-dynamic-strix	8192	done
162.000	mistral-small-4-119b-ud-q4km	1243	decode
162.000	gemma4-26b-a4b-q4km-gemma-bin	7093	decode
162.000	gemma4-e2b-q4km-gemma-bin	8192	done
164.000	qwen36-27b-dflash-pflash	2541	decode
164.000	qwen36-27b-baseline	1272	decode
164.000	qwen36-35b-a3b-dynamic-strix	8192	done
164.000	mistral-small-4-119b-ud-q4km	1267	decode
164.000	gemma4-26b-a4b-q4km-gemma-bin	7188	decode
164.000	gemma4-e2b-q4km-gemma-bin	8192	done
166.000	qwen36-27b-dflash-pflash	2575	decode
166.000	qwen36-27b-baseline	1296	decode
166.000	qwen36-35b-a3b-dynamic-strix	8192	done
166.000	mistral-small-4-119b-ud-q4km	1290	decode
166.000	gemma4-26b-a4b-q4km-gemma-bin	7284	decode
166.000	gemma4-e2b-q4km-gemma-bin	8192	done
168.000	qwen36-27b-dflash-pflash	2608	decode
168.000	qwen36-27b-baseline	1320	decode
168.000	qwen36-35b-a3b-dynamic-strix	8192	done
168.000	mistral-small-4-119b-ud-q4km	1314	decode
168.000	gemma4-26b-a4b-q4km-gemma-bin	7380	decode
168.000	gemma4-e2b-q4km-gemma-bin	8192	done
170.000	qwen36-27b-dflash-pflash	2642	decode
170.000	qwen36-27b-baseline	1344	decode
170.000	qwen36-35b-a3b-dynamic-strix	8192	done
170.000	mistral-small-4-119b-ud-q4km	1338	decode
170.000	gemma4-26b-a4b-q4km-gemma-bin	7475	decode
170.000	gemma4-e2b-q4km-gemma-bin	8192	done
172.000	qwen36-27b-dflash-pflash	2676	decode
172.000	qwen36-27b-baseline	1368	decode
172.000	qwen36-35b-a3b-dynamic-strix	8192	done
172.000	mistral-small-4-119b-ud-q4km	1362	decode
172.000	gemma4-26b-a4b-q4km-gemma-bin	7571	decode
172.000	gemma4-e2b-q4km-gemma-bin	8192	done
174.000	qwen36-27b-dflash-pflash	2710	decode
174.000	qwen36-27b-baseline	1392	decode
174.000	qwen36-35b-a3b-dynamic-strix	8192	done
174.000	mistral-small-4-119b-ud-q4km	1386	decode
174.000	gemma4-26b-a4b-q4km-gemma-bin	7667	decode
174.000	gemma4-e2b-q4km-gemma-bin	8192	done
176.000	qwen36-27b-dflash-pflash	2744	decode
176.000	qwen36-27b-baseline	1417	decode
176.000	qwen36-35b-a3b-dynamic-strix	8192	done
176.000	mistral-small-4-119b-ud-q4km	1410	decode
176.000	gemma4-26b-a4b-q4km-gemma-bin	7762	decode
176.000	gemma4-e2b-q4km-gemma-bin	8192	done
178.000	qwen36-27b-dflash-pflash	2778	decode
178.000	qwen36-27b-baseline	1441	decode
178.000	qwen36-35b-a3b-dynamic-strix	8192	done
178.000	mistral-small-4-119b-ud-q4km	1433	decode
178.000	gemma4-26b-a4b-q4km-gemma-bin	7858	decode
178.000	gemma4-e2b-q4km-gemma-bin	8192	done
180.000	qwen36-27b-dflash-pflash	2812	decode
180.000	qwen36-27b-baseline	1465	decode
180.000	qwen36-35b-a3b-dynamic-strix	8192	done
180.000	mistral-small-4-119b-ud-q4km	1457	decode
180.000	gemma4-26b-a4b-q4km-gemma-bin	7954	decode
180.000	gemma4-e2b-q4km-gemma-bin	8192	done
182.000	qwen36-27b-dflash-pflash	2846	decode
182.000	qwen36-27b-baseline	1489	decode
182.000	qwen36-35b-a3b-dynamic-strix	8192	done
182.000	mistral-small-4-119b-ud-q4km	1481	decode
182.000	gemma4-26b-a4b-q4km-gemma-bin	8049	decode
182.000	gemma4-e2b-q4km-gemma-bin	8192	done
184.000	qwen36-27b-dflash-pflash	2880	decode
184.000	qwen36-27b-baseline	1513	decode
184.000	qwen36-35b-a3b-dynamic-strix	8192	done
184.000	mistral-small-4-119b-ud-q4km	1505	decode
184.000	gemma4-26b-a4b-q4km-gemma-bin	8145	decode
184.000	gemma4-e2b-q4km-gemma-bin	8192	done
186.000	qwen36-27b-dflash-pflash	2914	decode
186.000	qwen36-27b-baseline	1537	decode
186.000	qwen36-35b-a3b-dynamic-strix	8192	done
186.000	mistral-small-4-119b-ud-q4km	1529	decode
186.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
186.000	gemma4-e2b-q4km-gemma-bin	8192	done
188.000	qwen36-27b-dflash-pflash	2947	decode
188.000	qwen36-27b-baseline	1561	decode
188.000	qwen36-35b-a3b-dynamic-strix	8192	done
188.000	mistral-small-4-119b-ud-q4km	1553	decode
188.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
188.000	gemma4-e2b-q4km-gemma-bin	8192	done
190.000	qwen36-27b-dflash-pflash	2981	decode
190.000	qwen36-27b-baseline	1585	decode
190.000	qwen36-35b-a3b-dynamic-strix	8192	done
190.000	mistral-small-4-119b-ud-q4km	1576	decode
190.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
190.000	gemma4-e2b-q4km-gemma-bin	8192	done
192.000	qwen36-27b-dflash-pflash	3015	decode
192.000	qwen36-27b-baseline	1609	decode
192.000	qwen36-35b-a3b-dynamic-strix	8192	done
192.000	mistral-small-4-119b-ud-q4km	1600	decode
192.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
192.000	gemma4-e2b-q4km-gemma-bin	8192	done
194.000	qwen36-27b-dflash-pflash	3049	decode
194.000	qwen36-27b-baseline	1633	decode
194.000	qwen36-35b-a3b-dynamic-strix	8192	done
194.000	mistral-small-4-119b-ud-q4km	1624	decode
194.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
194.000	gemma4-e2b-q4km-gemma-bin	8192	done
196.000	qwen36-27b-dflash-pflash	3083	decode
196.000	qwen36-27b-baseline	1657	decode
196.000	qwen36-35b-a3b-dynamic-strix	8192	done
196.000	mistral-small-4-119b-ud-q4km	1648	decode
196.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
196.000	gemma4-e2b-q4km-gemma-bin	8192	done
198.000	qwen36-27b-dflash-pflash	3117	decode
198.000	qwen36-27b-baseline	1682	decode
198.000	qwen36-35b-a3b-dynamic-strix	8192	done
198.000	mistral-small-4-119b-ud-q4km	1672	decode
198.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
198.000	gemma4-e2b-q4km-gemma-bin	8192	done
200.000	qwen36-27b-dflash-pflash	3151	decode
200.000	qwen36-27b-baseline	1706	decode
200.000	qwen36-35b-a3b-dynamic-strix	8192	done
200.000	mistral-small-4-119b-ud-q4km	1695	decode
200.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
200.000	gemma4-e2b-q4km-gemma-bin	8192	done
202.000	qwen36-27b-dflash-pflash	3185	decode
202.000	qwen36-27b-baseline	1730	decode
202.000	qwen36-35b-a3b-dynamic-strix	8192	done
202.000	mistral-small-4-119b-ud-q4km	1719	decode
202.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
202.000	gemma4-e2b-q4km-gemma-bin	8192	done
204.000	qwen36-27b-dflash-pflash	3219	decode
204.000	qwen36-27b-baseline	1754	decode
204.000	qwen36-35b-a3b-dynamic-strix	8192	done
204.000	mistral-small-4-119b-ud-q4km	1743	decode
204.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
204.000	gemma4-e2b-q4km-gemma-bin	8192	done
206.000	qwen36-27b-dflash-pflash	3253	decode
206.000	qwen36-27b-baseline	1778	decode
206.000	qwen36-35b-a3b-dynamic-strix	8192	done
206.000	mistral-small-4-119b-ud-q4km	1767	decode
206.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
206.000	gemma4-e2b-q4km-gemma-bin	8192	done
208.000	qwen36-27b-dflash-pflash	3287	decode
208.000	qwen36-27b-baseline	1802	decode
208.000	qwen36-35b-a3b-dynamic-strix	8192	done
208.000	mistral-small-4-119b-ud-q4km	1791	decode
208.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
208.000	gemma4-e2b-q4km-gemma-bin	8192	done
210.000	qwen36-27b-dflash-pflash	3320	decode
210.000	qwen36-27b-baseline	1826	decode
210.000	qwen36-35b-a3b-dynamic-strix	8192	done
210.000	mistral-small-4-119b-ud-q4km	1815	decode
210.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
210.000	gemma4-e2b-q4km-gemma-bin	8192	done
212.000	qwen36-27b-dflash-pflash	3354	decode
212.000	qwen36-27b-baseline	1850	decode
212.000	qwen36-35b-a3b-dynamic-strix	8192	done
212.000	mistral-small-4-119b-ud-q4km	1838	decode
212.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
212.000	gemma4-e2b-q4km-gemma-bin	8192	done
214.000	qwen36-27b-dflash-pflash	3388	decode
214.000	qwen36-27b-baseline	1874	decode
214.000	qwen36-35b-a3b-dynamic-strix	8192	done
214.000	mistral-small-4-119b-ud-q4km	1862	decode
214.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
214.000	gemma4-e2b-q4km-gemma-bin	8192	done
216.000	qwen36-27b-dflash-pflash	3422	decode
216.000	qwen36-27b-baseline	1898	decode
216.000	qwen36-35b-a3b-dynamic-strix	8192	done
216.000	mistral-small-4-119b-ud-q4km	1886	decode
216.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
216.000	gemma4-e2b-q4km-gemma-bin	8192	done
218.000	qwen36-27b-dflash-pflash	3456	decode
218.000	qwen36-27b-baseline	1922	decode
218.000	qwen36-35b-a3b-dynamic-strix	8192	done
218.000	mistral-small-4-119b-ud-q4km	1910	decode
218.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
218.000	gemma4-e2b-q4km-gemma-bin	8192	done
220.000	qwen36-27b-dflash-pflash	3490	decode
220.000	qwen36-27b-baseline	1946	decode
220.000	qwen36-35b-a3b-dynamic-strix	8192	done
220.000	mistral-small-4-119b-ud-q4km	1934	decode
220.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
220.000	gemma4-e2b-q4km-gemma-bin	8192	done
222.000	qwen36-27b-dflash-pflash	3524	decode
222.000	qwen36-27b-baseline	1971	decode
222.000	qwen36-35b-a3b-dynamic-strix	8192	done
222.000	mistral-small-4-119b-ud-q4km	1957	decode
222.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
222.000	gemma4-e2b-q4km-gemma-bin	8192	done
224.000	qwen36-27b-dflash-pflash	3558	decode
224.000	qwen36-27b-baseline	1995	decode
224.000	qwen36-35b-a3b-dynamic-strix	8192	done
224.000	mistral-small-4-119b-ud-q4km	1981	decode
224.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
224.000	gemma4-e2b-q4km-gemma-bin	8192	done
226.000	qwen36-27b-dflash-pflash	3592	decode
226.000	qwen36-27b-baseline	2019	decode
226.000	qwen36-35b-a3b-dynamic-strix	8192	done
226.000	mistral-small-4-119b-ud-q4km	2005	decode
226.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
226.000	gemma4-e2b-q4km-gemma-bin	8192	done
228.000	qwen36-27b-dflash-pflash	3626	decode
228.000	qwen36-27b-baseline	2043	decode
228.000	qwen36-35b-a3b-dynamic-strix	8192	done
228.000	mistral-small-4-119b-ud-q4km	2029	decode
228.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
228.000	gemma4-e2b-q4km-gemma-bin	8192	done
230.000	qwen36-27b-dflash-pflash	3659	decode
230.000	qwen36-27b-baseline	2067	decode
230.000	qwen36-35b-a3b-dynamic-strix	8192	done
230.000	mistral-small-4-119b-ud-q4km	2053	decode
230.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
230.000	gemma4-e2b-q4km-gemma-bin	8192	done
232.000	qwen36-27b-dflash-pflash	3693	decode
232.000	qwen36-27b-baseline	2091	decode
232.000	qwen36-35b-a3b-dynamic-strix	8192	done
232.000	mistral-small-4-119b-ud-q4km	2077	decode
232.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
232.000	gemma4-e2b-q4km-gemma-bin	8192	done
234.000	qwen36-27b-dflash-pflash	3727	decode
234.000	qwen36-27b-baseline	2115	decode
234.000	qwen36-35b-a3b-dynamic-strix	8192	done
234.000	mistral-small-4-119b-ud-q4km	2100	decode
234.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
234.000	gemma4-e2b-q4km-gemma-bin	8192	done
236.000	qwen36-27b-dflash-pflash	3761	decode
236.000	qwen36-27b-baseline	2139	decode
236.000	qwen36-35b-a3b-dynamic-strix	8192	done
236.000	mistral-small-4-119b-ud-q4km	2124	decode
236.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
236.000	gemma4-e2b-q4km-gemma-bin	8192	done
238.000	qwen36-27b-dflash-pflash	3795	decode
238.000	qwen36-27b-baseline	2163	decode
238.000	qwen36-35b-a3b-dynamic-strix	8192	done
238.000	mistral-small-4-119b-ud-q4km	2148	decode
238.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
238.000	gemma4-e2b-q4km-gemma-bin	8192	done
240.000	qwen36-27b-dflash-pflash	3829	decode
240.000	qwen36-27b-baseline	2187	decode
240.000	qwen36-35b-a3b-dynamic-strix	8192	done
240.000	mistral-small-4-119b-ud-q4km	2172	decode
240.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
240.000	gemma4-e2b-q4km-gemma-bin	8192	done
242.000	qwen36-27b-dflash-pflash	3863	decode
242.000	qwen36-27b-baseline	2211	decode
242.000	qwen36-35b-a3b-dynamic-strix	8192	done
242.000	mistral-small-4-119b-ud-q4km	2196	decode
242.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
242.000	gemma4-e2b-q4km-gemma-bin	8192	done
244.000	qwen36-27b-dflash-pflash	3897	decode
244.000	qwen36-27b-baseline	2235	decode
244.000	qwen36-35b-a3b-dynamic-strix	8192	done
244.000	mistral-small-4-119b-ud-q4km	2220	decode
244.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
244.000	gemma4-e2b-q4km-gemma-bin	8192	done
246.000	qwen36-27b-dflash-pflash	3931	decode
246.000	qwen36-27b-baseline	2260	decode
246.000	qwen36-35b-a3b-dynamic-strix	8192	done
246.000	mistral-small-4-119b-ud-q4km	2243	decode
246.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
246.000	gemma4-e2b-q4km-gemma-bin	8192	done
248.000	qwen36-27b-dflash-pflash	3965	decode
248.000	qwen36-27b-baseline	2284	decode
248.000	qwen36-35b-a3b-dynamic-strix	8192	done
248.000	mistral-small-4-119b-ud-q4km	2267	decode
248.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
248.000	gemma4-e2b-q4km-gemma-bin	8192	done
250.000	qwen36-27b-dflash-pflash	3998	decode
250.000	qwen36-27b-baseline	2308	decode
250.000	qwen36-35b-a3b-dynamic-strix	8192	done
250.000	mistral-small-4-119b-ud-q4km	2291	decode
250.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
250.000	gemma4-e2b-q4km-gemma-bin	8192	done
252.000	qwen36-27b-dflash-pflash	4032	decode
252.000	qwen36-27b-baseline	2332	decode
252.000	qwen36-35b-a3b-dynamic-strix	8192	done
252.000	mistral-small-4-119b-ud-q4km	2315	decode
252.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
252.000	gemma4-e2b-q4km-gemma-bin	8192	done
254.000	qwen36-27b-dflash-pflash	4066	decode
254.000	qwen36-27b-baseline	2356	decode
254.000	qwen36-35b-a3b-dynamic-strix	8192	done
254.000	mistral-small-4-119b-ud-q4km	2339	decode
254.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
254.000	gemma4-e2b-q4km-gemma-bin	8192	done
256.000	qwen36-27b-dflash-pflash	4100	decode
256.000	qwen36-27b-baseline	2380	decode
256.000	qwen36-35b-a3b-dynamic-strix	8192	done
256.000	mistral-small-4-119b-ud-q4km	2362	decode
256.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
256.000	gemma4-e2b-q4km-gemma-bin	8192	done
258.000	qwen36-27b-dflash-pflash	4134	decode
258.000	qwen36-27b-baseline	2404	decode
258.000	qwen36-35b-a3b-dynamic-strix	8192	done
258.000	mistral-small-4-119b-ud-q4km	2386	decode
258.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
258.000	gemma4-e2b-q4km-gemma-bin	8192	done
260.000	qwen36-27b-dflash-pflash	4168	decode
260.000	qwen36-27b-baseline	2428	decode
260.000	qwen36-35b-a3b-dynamic-strix	8192	done
260.000	mistral-small-4-119b-ud-q4km	2410	decode
260.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
260.000	gemma4-e2b-q4km-gemma-bin	8192	done
262.000	qwen36-27b-dflash-pflash	4202	decode
262.000	qwen36-27b-baseline	2452	decode
262.000	qwen36-35b-a3b-dynamic-strix	8192	done
262.000	mistral-small-4-119b-ud-q4km	2434	decode
262.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
262.000	gemma4-e2b-q4km-gemma-bin	8192	done
264.000	qwen36-27b-dflash-pflash	4236	decode
264.000	qwen36-27b-baseline	2476	decode
264.000	qwen36-35b-a3b-dynamic-strix	8192	done
264.000	mistral-small-4-119b-ud-q4km	2458	decode
264.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
264.000	gemma4-e2b-q4km-gemma-bin	8192	done
266.000	qwen36-27b-dflash-pflash	4270	decode
266.000	qwen36-27b-baseline	2500	decode
266.000	qwen36-35b-a3b-dynamic-strix	8192	done
266.000	mistral-small-4-119b-ud-q4km	2482	decode
266.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
266.000	gemma4-e2b-q4km-gemma-bin	8192	done
268.000	qwen36-27b-dflash-pflash	4304	decode
268.000	qwen36-27b-baseline	2524	decode
268.000	qwen36-35b-a3b-dynamic-strix	8192	done
268.000	mistral-small-4-119b-ud-q4km	2505	decode
268.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
268.000	gemma4-e2b-q4km-gemma-bin	8192	done
270.000	qwen36-27b-dflash-pflash	4337	decode
270.000	qwen36-27b-baseline	2549	decode
270.000	qwen36-35b-a3b-dynamic-strix	8192	done
270.000	mistral-small-4-119b-ud-q4km	2529	decode
270.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
270.000	gemma4-e2b-q4km-gemma-bin	8192	done
272.000	qwen36-27b-dflash-pflash	4371	decode
272.000	qwen36-27b-baseline	2573	decode
272.000	qwen36-35b-a3b-dynamic-strix	8192	done
272.000	mistral-small-4-119b-ud-q4km	2553	decode
272.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
272.000	gemma4-e2b-q4km-gemma-bin	8192	done
274.000	qwen36-27b-dflash-pflash	4405	decode
274.000	qwen36-27b-baseline	2597	decode
274.000	qwen36-35b-a3b-dynamic-strix	8192	done
274.000	mistral-small-4-119b-ud-q4km	2577	decode
274.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
274.000	gemma4-e2b-q4km-gemma-bin	8192	done
276.000	qwen36-27b-dflash-pflash	4439	decode
276.000	qwen36-27b-baseline	2621	decode
276.000	qwen36-35b-a3b-dynamic-strix	8192	done
276.000	mistral-small-4-119b-ud-q4km	2601	decode
276.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
276.000	gemma4-e2b-q4km-gemma-bin	8192	done
278.000	qwen36-27b-dflash-pflash	4473	decode
278.000	qwen36-27b-baseline	2645	decode
278.000	qwen36-35b-a3b-dynamic-strix	8192	done
278.000	mistral-small-4-119b-ud-q4km	2624	decode
278.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
278.000	gemma4-e2b-q4km-gemma-bin	8192	done
280.000	qwen36-27b-dflash-pflash	4507	decode
280.000	qwen36-27b-baseline	2669	decode
280.000	qwen36-35b-a3b-dynamic-strix	8192	done
280.000	mistral-small-4-119b-ud-q4km	2648	decode
280.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
280.000	gemma4-e2b-q4km-gemma-bin	8192	done
282.000	qwen36-27b-dflash-pflash	4541	decode
282.000	qwen36-27b-baseline	2693	decode
282.000	qwen36-35b-a3b-dynamic-strix	8192	done
282.000	mistral-small-4-119b-ud-q4km	2672	decode
282.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
282.000	gemma4-e2b-q4km-gemma-bin	8192	done
284.000	qwen36-27b-dflash-pflash	4575	decode
284.000	qwen36-27b-baseline	2717	decode
284.000	qwen36-35b-a3b-dynamic-strix	8192	done
284.000	mistral-small-4-119b-ud-q4km	2696	decode
284.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
284.000	gemma4-e2b-q4km-gemma-bin	8192	done
286.000	qwen36-27b-dflash-pflash	4609	decode
286.000	qwen36-27b-baseline	2741	decode
286.000	qwen36-35b-a3b-dynamic-strix	8192	done
286.000	mistral-small-4-119b-ud-q4km	2720	decode
286.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
286.000	gemma4-e2b-q4km-gemma-bin	8192	done
288.000	qwen36-27b-dflash-pflash	4643	decode
288.000	qwen36-27b-baseline	2765	decode
288.000	qwen36-35b-a3b-dynamic-strix	8192	done
288.000	mistral-small-4-119b-ud-q4km	2744	decode
288.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
288.000	gemma4-e2b-q4km-gemma-bin	8192	done
290.000	qwen36-27b-dflash-pflash	4676	decode
290.000	qwen36-27b-baseline	2789	decode
290.000	qwen36-35b-a3b-dynamic-strix	8192	done
290.000	mistral-small-4-119b-ud-q4km	2767	decode
290.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
290.000	gemma4-e2b-q4km-gemma-bin	8192	done
292.000	qwen36-27b-dflash-pflash	4710	decode
292.000	qwen36-27b-baseline	2813	decode
292.000	qwen36-35b-a3b-dynamic-strix	8192	done
292.000	mistral-small-4-119b-ud-q4km	2791	decode
292.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
292.000	gemma4-e2b-q4km-gemma-bin	8192	done
294.000	qwen36-27b-dflash-pflash	4744	decode
294.000	qwen36-27b-baseline	2838	decode
294.000	qwen36-35b-a3b-dynamic-strix	8192	done
294.000	mistral-small-4-119b-ud-q4km	2815	decode
294.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
294.000	gemma4-e2b-q4km-gemma-bin	8192	done
296.000	qwen36-27b-dflash-pflash	4778	decode
296.000	qwen36-27b-baseline	2862	decode
296.000	qwen36-35b-a3b-dynamic-strix	8192	done
296.000	mistral-small-4-119b-ud-q4km	2839	decode
296.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
296.000	gemma4-e2b-q4km-gemma-bin	8192	done
298.000	qwen36-27b-dflash-pflash	4812	decode
298.000	qwen36-27b-baseline	2886	decode
298.000	qwen36-35b-a3b-dynamic-strix	8192	done
298.000	mistral-small-4-119b-ud-q4km	2863	decode
298.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
298.000	gemma4-e2b-q4km-gemma-bin	8192	done
300.000	qwen36-27b-dflash-pflash	4846	decode
300.000	qwen36-27b-baseline	2910	decode
300.000	qwen36-35b-a3b-dynamic-strix	8192	done
300.000	mistral-small-4-119b-ud-q4km	2886	decode
300.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
300.000	gemma4-e2b-q4km-gemma-bin	8192	done
302.000	qwen36-27b-dflash-pflash	4880	decode
302.000	qwen36-27b-baseline	2934	decode
302.000	qwen36-35b-a3b-dynamic-strix	8192	done
302.000	mistral-small-4-119b-ud-q4km	2910	decode
302.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
302.000	gemma4-e2b-q4km-gemma-bin	8192	done
304.000	qwen36-27b-dflash-pflash	4914	decode
304.000	qwen36-27b-baseline	2958	decode
304.000	qwen36-35b-a3b-dynamic-strix	8192	done
304.000	mistral-small-4-119b-ud-q4km	2934	decode
304.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
304.000	gemma4-e2b-q4km-gemma-bin	8192	done
306.000	qwen36-27b-dflash-pflash	4948	decode
306.000	qwen36-27b-baseline	2982	decode
306.000	qwen36-35b-a3b-dynamic-strix	8192	done
306.000	mistral-small-4-119b-ud-q4km	2958	decode
306.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
306.000	gemma4-e2b-q4km-gemma-bin	8192	done
308.000	qwen36-27b-dflash-pflash	4982	decode
308.000	qwen36-27b-baseline	3006	decode
308.000	qwen36-35b-a3b-dynamic-strix	8192	done
308.000	mistral-small-4-119b-ud-q4km	2982	decode
308.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
308.000	gemma4-e2b-q4km-gemma-bin	8192	done
310.000	qwen36-27b-dflash-pflash	5015	decode
310.000	qwen36-27b-baseline	3030	decode
310.000	qwen36-35b-a3b-dynamic-strix	8192	done
310.000	mistral-small-4-119b-ud-q4km	3006	decode
310.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
310.000	gemma4-e2b-q4km-gemma-bin	8192	done
312.000	qwen36-27b-dflash-pflash	5049	decode
312.000	qwen36-27b-baseline	3054	decode
312.000	qwen36-35b-a3b-dynamic-strix	8192	done
312.000	mistral-small-4-119b-ud-q4km	3029	decode
312.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
312.000	gemma4-e2b-q4km-gemma-bin	8192	done
314.000	qwen36-27b-dflash-pflash	5083	decode
314.000	qwen36-27b-baseline	3078	decode
314.000	qwen36-35b-a3b-dynamic-strix	8192	done
314.000	mistral-small-4-119b-ud-q4km	3053	decode
314.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
314.000	gemma4-e2b-q4km-gemma-bin	8192	done
316.000	qwen36-27b-dflash-pflash	5117	decode
316.000	qwen36-27b-baseline	3102	decode
316.000	qwen36-35b-a3b-dynamic-strix	8192	done
316.000	mistral-small-4-119b-ud-q4km	3077	decode
316.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
316.000	gemma4-e2b-q4km-gemma-bin	8192	done
318.000	qwen36-27b-dflash-pflash	5151	decode
318.000	qwen36-27b-baseline	3127	decode
318.000	qwen36-35b-a3b-dynamic-strix	8192	done
318.000	mistral-small-4-119b-ud-q4km	3101	decode
318.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
318.000	gemma4-e2b-q4km-gemma-bin	8192	done
320.000	qwen36-27b-dflash-pflash	5185	decode
320.000	qwen36-27b-baseline	3151	decode
320.000	qwen36-35b-a3b-dynamic-strix	8192	done
320.000	mistral-small-4-119b-ud-q4km	3125	decode
320.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
320.000	gemma4-e2b-q4km-gemma-bin	8192	done
322.000	qwen36-27b-dflash-pflash	5219	decode
322.000	qwen36-27b-baseline	3175	decode
322.000	qwen36-35b-a3b-dynamic-strix	8192	done
322.000	mistral-small-4-119b-ud-q4km	3149	decode
322.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
322.000	gemma4-e2b-q4km-gemma-bin	8192	done
324.000	qwen36-27b-dflash-pflash	5253	decode
324.000	qwen36-27b-baseline	3199	decode
324.000	qwen36-35b-a3b-dynamic-strix	8192	done
324.000	mistral-small-4-119b-ud-q4km	3172	decode
324.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
324.000	gemma4-e2b-q4km-gemma-bin	8192	done
326.000	qwen36-27b-dflash-pflash	5287	decode
326.000	qwen36-27b-baseline	3223	decode
326.000	qwen36-35b-a3b-dynamic-strix	8192	done
326.000	mistral-small-4-119b-ud-q4km	3196	decode
326.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
326.000	gemma4-e2b-q4km-gemma-bin	8192	done
328.000	qwen36-27b-dflash-pflash	5321	decode
328.000	qwen36-27b-baseline	3247	decode
328.000	qwen36-35b-a3b-dynamic-strix	8192	done
328.000	mistral-small-4-119b-ud-q4km	3220	decode
