time_s	lane_id	generated_tokens	phase
328.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
328.000	gemma4-e2b-q4km-gemma-bin	8192	done
330.000	qwen36-27b-dflash-pflash	5354	decode
330.000	qwen36-27b-baseline	3271	decode
330.000	qwen36-35b-a3b-dynamic-strix	8192	done
330.000	mistral-small-4-119b-ud-q4km	3244	decode
330.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
330.000	gemma4-e2b-q4km-gemma-bin	8192	done
332.000	qwen36-27b-dflash-pflash	5388	decode
332.000	qwen36-27b-baseline	3295	decode
332.000	qwen36-35b-a3b-dynamic-strix	8192	done
332.000	mistral-small-4-119b-ud-q4km	3268	decode
332.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
332.000	gemma4-e2b-q4km-gemma-bin	8192	done
334.000	qwen36-27b-dflash-pflash	5422	decode
334.000	qwen36-27b-baseline	3319	decode
334.000	qwen36-35b-a3b-dynamic-strix	8192	done
334.000	mistral-small-4-119b-ud-q4km	3291	decode
334.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
334.000	gemma4-e2b-q4km-gemma-bin	8192	done
336.000	qwen36-27b-dflash-pflash	5456	decode
336.000	qwen36-27b-baseline	3343	decode
336.000	qwen36-35b-a3b-dynamic-strix	8192	done
336.000	mistral-small-4-119b-ud-q4km	3315	decode
336.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
336.000	gemma4-e2b-q4km-gemma-bin	8192	done
338.000	qwen36-27b-dflash-pflash	5490	decode
338.000	qwen36-27b-baseline	3367	decode
338.000	qwen36-35b-a3b-dynamic-strix	8192	done
338.000	mistral-small-4-119b-ud-q4km	3339	decode
338.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
338.000	gemma4-e2b-q4km-gemma-bin	8192	done
340.000	qwen36-27b-dflash-pflash	5524	decode
340.000	qwen36-27b-baseline	3392	decode
340.000	qwen36-35b-a3b-dynamic-strix	8192	done
340.000	mistral-small-4-119b-ud-q4km	3363	decode
340.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
340.000	gemma4-e2b-q4km-gemma-bin	8192	done
342.000	qwen36-27b-dflash-pflash	5558	decode
342.000	qwen36-27b-baseline	3416	decode
342.000	qwen36-35b-a3b-dynamic-strix	8192	done
342.000	mistral-small-4-119b-ud-q4km	3387	decode
342.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
342.000	gemma4-e2b-q4km-gemma-bin	8192	done
344.000	qwen36-27b-dflash-pflash	5592	decode
344.000	qwen36-27b-baseline	3440	decode
344.000	qwen36-35b-a3b-dynamic-strix	8192	done
344.000	mistral-small-4-119b-ud-q4km	3411	decode
344.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
344.000	gemma4-e2b-q4km-gemma-bin	8192	done
346.000	qwen36-27b-dflash-pflash	5626	decode
346.000	qwen36-27b-baseline	3464	decode
346.000	qwen36-35b-a3b-dynamic-strix	8192	done
346.000	mistral-small-4-119b-ud-q4km	3434	decode
346.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
346.000	gemma4-e2b-q4km-gemma-bin	8192	done
348.000	qwen36-27b-dflash-pflash	5660	decode
348.000	qwen36-27b-baseline	3488	decode
348.000	qwen36-35b-a3b-dynamic-strix	8192	done
348.000	mistral-small-4-119b-ud-q4km	3458	decode
348.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
348.000	gemma4-e2b-q4km-gemma-bin	8192	done
350.000	qwen36-27b-dflash-pflash	5694	decode
350.000	qwen36-27b-baseline	3512	decode
350.000	qwen36-35b-a3b-dynamic-strix	8192	done
350.000	mistral-small-4-119b-ud-q4km	3482	decode
350.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
350.000	gemma4-e2b-q4km-gemma-bin	8192	done
352.000	qwen36-27b-dflash-pflash	5727	decode
352.000	qwen36-27b-baseline	3536	decode
352.000	qwen36-35b-a3b-dynamic-strix	8192	done
352.000	mistral-small-4-119b-ud-q4km	3506	decode
352.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
352.000	gemma4-e2b-q4km-gemma-bin	8192	done
354.000	qwen36-27b-dflash-pflash	5761	decode
354.000	qwen36-27b-baseline	3560	decode
354.000	qwen36-35b-a3b-dynamic-strix	8192	done
354.000	mistral-small-4-119b-ud-q4km	3530	decode
354.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
354.000	gemma4-e2b-q4km-gemma-bin	8192	done
356.000	qwen36-27b-dflash-pflash	5795	decode
356.000	qwen36-27b-baseline	3584	decode
356.000	qwen36-35b-a3b-dynamic-strix	8192	done
356.000	mistral-small-4-119b-ud-q4km	3553	decode
356.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
356.000	gemma4-e2b-q4km-gemma-bin	8192	done
358.000	qwen36-27b-dflash-pflash	5829	decode
358.000	qwen36-27b-baseline	3608	decode
358.000	qwen36-35b-a3b-dynamic-strix	8192	done
358.000	mistral-small-4-119b-ud-q4km	3577	decode
358.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
358.000	gemma4-e2b-q4km-gemma-bin	8192	done
360.000	qwen36-27b-dflash-pflash	5863	decode
360.000	qwen36-27b-baseline	3632	decode
360.000	qwen36-35b-a3b-dynamic-strix	8192	done
360.000	mistral-small-4-119b-ud-q4km	3601	decode
360.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
360.000	gemma4-e2b-q4km-gemma-bin	8192	done
362.000	qwen36-27b-dflash-pflash	5897	decode
362.000	qwen36-27b-baseline	3656	decode
362.000	qwen36-35b-a3b-dynamic-strix	8192	done
362.000	mistral-small-4-119b-ud-q4km	3625	decode
362.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
362.000	gemma4-e2b-q4km-gemma-bin	8192	done
364.000	qwen36-27b-dflash-pflash	5931	decode
364.000	qwen36-27b-baseline	3681	decode
364.000	qwen36-35b-a3b-dynamic-strix	8192	done
364.000	mistral-small-4-119b-ud-q4km	3649	decode
364.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
364.000	gemma4-e2b-q4km-gemma-bin	8192	done
366.000	qwen36-27b-dflash-pflash	5965	decode
366.000	qwen36-27b-baseline	3705	decode
366.000	qwen36-35b-a3b-dynamic-strix	8192	done
366.000	mistral-small-4-119b-ud-q4km	3673	decode
366.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
366.000	gemma4-e2b-q4km-gemma-bin	8192	done
368.000	qwen36-27b-dflash-pflash	5999	decode
368.000	qwen36-27b-baseline	3729	decode
368.000	qwen36-35b-a3b-dynamic-strix	8192	done
368.000	mistral-small-4-119b-ud-q4km	3696	decode
368.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
368.000	gemma4-e2b-q4km-gemma-bin	8192	done
370.000	qwen36-27b-dflash-pflash	6033	decode
370.000	qwen36-27b-baseline	3753	decode
370.000	qwen36-35b-a3b-dynamic-strix	8192	done
370.000	mistral-small-4-119b-ud-q4km	3720	decode
370.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
370.000	gemma4-e2b-q4km-gemma-bin	8192	done
372.000	qwen36-27b-dflash-pflash	6066	decode
372.000	qwen36-27b-baseline	3777	decode
372.000	qwen36-35b-a3b-dynamic-strix	8192	done
372.000	mistral-small-4-119b-ud-q4km	3744	decode
372.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
372.000	gemma4-e2b-q4km-gemma-bin	8192	done
374.000	qwen36-27b-dflash-pflash	6100	decode
374.000	qwen36-27b-baseline	3801	decode
374.000	qwen36-35b-a3b-dynamic-strix	8192	done
374.000	mistral-small-4-119b-ud-q4km	3768	decode
374.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
374.000	gemma4-e2b-q4km-gemma-bin	8192	done
376.000	qwen36-27b-dflash-pflash	6134	decode
376.000	qwen36-27b-baseline	3825	decode
376.000	qwen36-35b-a3b-dynamic-strix	8192	done
376.000	mistral-small-4-119b-ud-q4km	3792	decode
376.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
376.000	gemma4-e2b-q4km-gemma-bin	8192	done
378.000	qwen36-27b-dflash-pflash	6168	decode
378.000	qwen36-27b-baseline	3849	decode
378.000	qwen36-35b-a3b-dynamic-strix	8192	done
378.000	mistral-small-4-119b-ud-q4km	3815	decode
378.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
378.000	gemma4-e2b-q4km-gemma-bin	8192	done
380.000	qwen36-27b-dflash-pflash	6202	decode
380.000	qwen36-27b-baseline	3873	decode
380.000	qwen36-35b-a3b-dynamic-strix	8192	done
380.000	mistral-small-4-119b-ud-q4km	3839	decode
380.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
380.000	gemma4-e2b-q4km-gemma-bin	8192	done
382.000	qwen36-27b-dflash-pflash	6236	decode
382.000	qwen36-27b-baseline	3897	decode
382.000	qwen36-35b-a3b-dynamic-strix	8192	done
382.000	mistral-small-4-119b-ud-q4km	3863	decode
382.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
382.000	gemma4-e2b-q4km-gemma-bin	8192	done
384.000	qwen36-27b-dflash-pflash	6270	decode
384.000	qwen36-27b-baseline	3921	decode
384.000	qwen36-35b-a3b-dynamic-strix	8192	done
384.000	mistral-small-4-119b-ud-q4km	3887	decode
384.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
384.000	gemma4-e2b-q4km-gemma-bin	8192	done
386.000	qwen36-27b-dflash-pflash	6304	decode
386.000	qwen36-27b-baseline	3945	decode
386.000	qwen36-35b-a3b-dynamic-strix	8192	done
386.000	mistral-small-4-119b-ud-q4km	3911	decode
386.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
386.000	gemma4-e2b-q4km-gemma-bin	8192	done
388.000	qwen36-27b-dflash-pflash	6338	decode
388.000	qwen36-27b-baseline	3970	decode
388.000	qwen36-35b-a3b-dynamic-strix	8192	done
388.000	mistral-small-4-119b-ud-q4km	3935	decode
388.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
388.000	gemma4-e2b-q4km-gemma-bin	8192	done
390.000	qwen36-27b-dflash-pflash	6372	decode
390.000	qwen36-27b-baseline	3994	decode
390.000	qwen36-35b-a3b-dynamic-strix	8192	done
390.000	mistral-small-4-119b-ud-q4km	3958	decode
390.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
390.000	gemma4-e2b-q4km-gemma-bin	8192	done
392.000	qwen36-27b-dflash-pflash	6405	decode
392.000	qwen36-27b-baseline	4018	decode
392.000	qwen36-35b-a3b-dynamic-strix	8192	done
392.000	mistral-small-4-119b-ud-q4km	3982	decode
392.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
392.000	gemma4-e2b-q4km-gemma-bin	8192	done
394.000	qwen36-27b-dflash-pflash	6439	decode
394.000	qwen36-27b-baseline	4042	decode
394.000	qwen36-35b-a3b-dynamic-strix	8192	done
394.000	mistral-small-4-119b-ud-q4km	4006	decode
394.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
394.000	gemma4-e2b-q4km-gemma-bin	8192	done
396.000	qwen36-27b-dflash-pflash	6473	decode
396.000	qwen36-27b-baseline	4066	decode
396.000	qwen36-35b-a3b-dynamic-strix	8192	done
396.000	mistral-small-4-119b-ud-q4km	4030	decode
396.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
396.000	gemma4-e2b-q4km-gemma-bin	8192	done
398.000	qwen36-27b-dflash-pflash	6507	decode
398.000	qwen36-27b-baseline	4090	decode
398.000	qwen36-35b-a3b-dynamic-strix	8192	done
398.000	mistral-small-4-119b-ud-q4km	4054	decode
398.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
398.000	gemma4-e2b-q4km-gemma-bin	8192	done
400.000	qwen36-27b-dflash-pflash	6541	decode
400.000	qwen36-27b-baseline	4114	decode
400.000	qwen36-35b-a3b-dynamic-strix	8192	done
400.000	mistral-small-4-119b-ud-q4km	4078	decode
400.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
400.000	gemma4-e2b-q4km-gemma-bin	8192	done
402.000	qwen36-27b-dflash-pflash	6575	decode
402.000	qwen36-27b-baseline	4138	decode
402.000	qwen36-35b-a3b-dynamic-strix	8192	done
402.000	mistral-small-4-119b-ud-q4km	4101	decode
402.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
402.000	gemma4-e2b-q4km-gemma-bin	8192	done
404.000	qwen36-27b-dflash-pflash	6609	decode
404.000	qwen36-27b-baseline	4162	decode
404.000	qwen36-35b-a3b-dynamic-strix	8192	done
404.000	mistral-small-4-119b-ud-q4km	4125	decode
404.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
404.000	gemma4-e2b-q4km-gemma-bin	8192	done
406.000	qwen36-27b-dflash-pflash	6643	decode
406.000	qwen36-27b-baseline	4186	decode
406.000	qwen36-35b-a3b-dynamic-strix	8192	done
406.000	mistral-small-4-119b-ud-q4km	4149	decode
406.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
406.000	gemma4-e2b-q4km-gemma-bin	8192	done
408.000	qwen36-27b-dflash-pflash	6677	decode
408.000	qwen36-27b-baseline	4210	decode
408.000	qwen36-35b-a3b-dynamic-strix	8192	done
408.000	mistral-small-4-119b-ud-q4km	4173	decode
408.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
408.000	gemma4-e2b-q4km-gemma-bin	8192	done
410.000	qwen36-27b-dflash-pflash	6711	decode
410.000	qwen36-27b-baseline	4234	decode
410.000	qwen36-35b-a3b-dynamic-strix	8192	done
410.000	mistral-small-4-119b-ud-q4km	4197	decode
410.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
410.000	gemma4-e2b-q4km-gemma-bin	8192	done
412.000	qwen36-27b-dflash-pflash	6744	decode
412.000	qwen36-27b-baseline	4259	decode
412.000	qwen36-35b-a3b-dynamic-strix	8192	done
412.000	mistral-small-4-119b-ud-q4km	4220	decode
412.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
412.000	gemma4-e2b-q4km-gemma-bin	8192	done
414.000	qwen36-27b-dflash-pflash	6778	decode
414.000	qwen36-27b-baseline	4283	decode
414.000	qwen36-35b-a3b-dynamic-strix	8192	done
414.000	mistral-small-4-119b-ud-q4km	4244	decode
414.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
414.000	gemma4-e2b-q4km-gemma-bin	8192	done
416.000	qwen36-27b-dflash-pflash	6812	decode
416.000	qwen36-27b-baseline	4307	decode
416.000	qwen36-35b-a3b-dynamic-strix	8192	done
416.000	mistral-small-4-119b-ud-q4km	4268	decode
416.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
416.000	gemma4-e2b-q4km-gemma-bin	8192	done
418.000	qwen36-27b-dflash-pflash	6846	decode
418.000	qwen36-27b-baseline	4331	decode
418.000	qwen36-35b-a3b-dynamic-strix	8192	done
418.000	mistral-small-4-119b-ud-q4km	4292	decode
418.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
418.000	gemma4-e2b-q4km-gemma-bin	8192	done
420.000	qwen36-27b-dflash-pflash	6880	decode
420.000	qwen36-27b-baseline	4355	decode
420.000	qwen36-35b-a3b-dynamic-strix	8192	done
420.000	mistral-small-4-119b-ud-q4km	4316	decode
420.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
420.000	gemma4-e2b-q4km-gemma-bin	8192	done
422.000	qwen36-27b-dflash-pflash	6914	decode
422.000	qwen36-27b-baseline	4379	decode
422.000	qwen36-35b-a3b-dynamic-strix	8192	done
422.000	mistral-small-4-119b-ud-q4km	4340	decode
422.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
422.000	gemma4-e2b-q4km-gemma-bin	8192	done
424.000	qwen36-27b-dflash-pflash	6948	decode
424.000	qwen36-27b-baseline	4403	decode
424.000	qwen36-35b-a3b-dynamic-strix	8192	done
424.000	mistral-small-4-119b-ud-q4km	4363	decode
424.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
424.000	gemma4-e2b-q4km-gemma-bin	8192	done
426.000	qwen36-27b-dflash-pflash	6982	decode
426.000	qwen36-27b-baseline	4427	decode
426.000	qwen36-35b-a3b-dynamic-strix	8192	done
426.000	mistral-small-4-119b-ud-q4km	4387	decode
426.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
426.000	gemma4-e2b-q4km-gemma-bin	8192	done
428.000	qwen36-27b-dflash-pflash	7016	decode
428.000	qwen36-27b-baseline	4451	decode
428.000	qwen36-35b-a3b-dynamic-strix	8192	done
428.000	mistral-small-4-119b-ud-q4km	4411	decode
428.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
428.000	gemma4-e2b-q4km-gemma-bin	8192	done
430.000	qwen36-27b-dflash-pflash	7050	decode
430.000	qwen36-27b-baseline	4475	decode
430.000	qwen36-35b-a3b-dynamic-strix	8192	done
430.000	mistral-small-4-119b-ud-q4km	4435	decode
430.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
430.000	gemma4-e2b-q4km-gemma-bin	8192	done
432.000	qwen36-27b-dflash-pflash	7083	decode
432.000	qwen36-27b-baseline	4499	decode
432.000	qwen36-35b-a3b-dynamic-strix	8192	done
432.000	mistral-small-4-119b-ud-q4km	4459	decode
432.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
432.000	gemma4-e2b-q4km-gemma-bin	8192	done
434.000	qwen36-27b-dflash-pflash	7117	decode
434.000	qwen36-27b-baseline	4523	decode
434.000	qwen36-35b-a3b-dynamic-strix	8192	done
434.000	mistral-small-4-119b-ud-q4km	4482	decode
434.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
434.000	gemma4-e2b-q4km-gemma-bin	8192	done
436.000	qwen36-27b-dflash-pflash	7151	decode
436.000	qwen36-27b-baseline	4548	decode
436.000	qwen36-35b-a3b-dynamic-strix	8192	done
436.000	mistral-small-4-119b-ud-q4km	4506	decode
436.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
436.000	gemma4-e2b-q4km-gemma-bin	8192	done
438.000	qwen36-27b-dflash-pflash	7185	decode
438.000	qwen36-27b-baseline	4572	decode
438.000	qwen36-35b-a3b-dynamic-strix	8192	done
438.000	mistral-small-4-119b-ud-q4km	4530	decode
438.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
438.000	gemma4-e2b-q4km-gemma-bin	8192	done
440.000	qwen36-27b-dflash-pflash	7219	decode
440.000	qwen36-27b-baseline	4596	decode
440.000	qwen36-35b-a3b-dynamic-strix	8192	done
440.000	mistral-small-4-119b-ud-q4km	4554	decode
440.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
440.000	gemma4-e2b-q4km-gemma-bin	8192	done
442.000	qwen36-27b-dflash-pflash	7253	decode
442.000	qwen36-27b-baseline	4620	decode
442.000	qwen36-35b-a3b-dynamic-strix	8192	done
442.000	mistral-small-4-119b-ud-q4km	4578	decode
442.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
442.000	gemma4-e2b-q4km-gemma-bin	8192	done
444.000	qwen36-27b-dflash-pflash	7287	decode
444.000	qwen36-27b-baseline	4644	decode
444.000	qwen36-35b-a3b-dynamic-strix	8192	done
444.000	mistral-small-4-119b-ud-q4km	4602	decode
444.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
444.000	gemma4-e2b-q4km-gemma-bin	8192	done
446.000	qwen36-27b-dflash-pflash	7321	decode
446.000	qwen36-27b-baseline	4668	decode
446.000	qwen36-35b-a3b-dynamic-strix	8192	done
446.000	mistral-small-4-119b-ud-q4km	4625	decode
446.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
446.000	gemma4-e2b-q4km-gemma-bin	8192	done
448.000	qwen36-27b-dflash-pflash	7355	decode
448.000	qwen36-27b-baseline	4692	decode
448.000	qwen36-35b-a3b-dynamic-strix	8192	done
448.000	mistral-small-4-119b-ud-q4km	4649	decode
448.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
448.000	gemma4-e2b-q4km-gemma-bin	8192	done
450.000	qwen36-27b-dflash-pflash	7389	decode
450.000	qwen36-27b-baseline	4716	decode
450.000	qwen36-35b-a3b-dynamic-strix	8192	done
450.000	mistral-small-4-119b-ud-q4km	4673	decode
450.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
450.000	gemma4-e2b-q4km-gemma-bin	8192	done
452.000	qwen36-27b-dflash-pflash	7422	decode
452.000	qwen36-27b-baseline	4740	decode
452.000	qwen36-35b-a3b-dynamic-strix	8192	done
452.000	mistral-small-4-119b-ud-q4km	4697	decode
452.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
452.000	gemma4-e2b-q4km-gemma-bin	8192	done
454.000	qwen36-27b-dflash-pflash	7456	decode
454.000	qwen36-27b-baseline	4764	decode
454.000	qwen36-35b-a3b-dynamic-strix	8192	done
454.000	mistral-small-4-119b-ud-q4km	4721	decode
454.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
454.000	gemma4-e2b-q4km-gemma-bin	8192	done
456.000	qwen36-27b-dflash-pflash	7490	decode
456.000	qwen36-27b-baseline	4788	decode
456.000	qwen36-35b-a3b-dynamic-strix	8192	done
456.000	mistral-small-4-119b-ud-q4km	4744	decode
456.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
456.000	gemma4-e2b-q4km-gemma-bin	8192	done
458.000	qwen36-27b-dflash-pflash	7524	decode
458.000	qwen36-27b-baseline	4812	decode
458.000	qwen36-35b-a3b-dynamic-strix	8192	done
458.000	mistral-small-4-119b-ud-q4km	4768	decode
458.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
458.000	gemma4-e2b-q4km-gemma-bin	8192	done
460.000	qwen36-27b-dflash-pflash	7558	decode
460.000	qwen36-27b-baseline	4837	decode
460.000	qwen36-35b-a3b-dynamic-strix	8192	done
460.000	mistral-small-4-119b-ud-q4km	4792	decode
460.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
460.000	gemma4-e2b-q4km-gemma-bin	8192	done
462.000	qwen36-27b-dflash-pflash	7592	decode
462.000	qwen36-27b-baseline	4861	decode
462.000	qwen36-35b-a3b-dynamic-strix	8192	done
462.000	mistral-small-4-119b-ud-q4km	4816	decode
462.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
462.000	gemma4-e2b-q4km-gemma-bin	8192	done
464.000	qwen36-27b-dflash-pflash	7626	decode
464.000	qwen36-27b-baseline	4885	decode
464.000	qwen36-35b-a3b-dynamic-strix	8192	done
464.000	mistral-small-4-119b-ud-q4km	4840	decode
464.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
464.000	gemma4-e2b-q4km-gemma-bin	8192	done
466.000	qwen36-27b-dflash-pflash	7660	decode
466.000	qwen36-27b-baseline	4909	decode
466.000	qwen36-35b-a3b-dynamic-strix	8192	done
466.000	mistral-small-4-119b-ud-q4km	4864	decode
466.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
466.000	gemma4-e2b-q4km-gemma-bin	8192	done
468.000	qwen36-27b-dflash-pflash	7694	decode
468.000	qwen36-27b-baseline	4933	decode
468.000	qwen36-35b-a3b-dynamic-strix	8192	done
468.000	mistral-small-4-119b-ud-q4km	4887	decode
468.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
468.000	gemma4-e2b-q4km-gemma-bin	8192	done
470.000	qwen36-27b-dflash-pflash	7728	decode
470.000	qwen36-27b-baseline	4957	decode
470.000	qwen36-35b-a3b-dynamic-strix	8192	done
470.000	mistral-small-4-119b-ud-q4km	4911	decode
470.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
470.000	gemma4-e2b-q4km-gemma-bin	8192	done
472.000	qwen36-27b-dflash-pflash	7761	decode
472.000	qwen36-27b-baseline	4981	decode
472.000	qwen36-35b-a3b-dynamic-strix	8192	done
472.000	mistral-small-4-119b-ud-q4km	4935	decode
472.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
472.000	gemma4-e2b-q4km-gemma-bin	8192	done
474.000	qwen36-27b-dflash-pflash	7795	decode
474.000	qwen36-27b-baseline	5005	decode
474.000	qwen36-35b-a3b-dynamic-strix	8192	done
474.000	mistral-small-4-119b-ud-q4km	4959	decode
474.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
474.000	gemma4-e2b-q4km-gemma-bin	8192	done
476.000	qwen36-27b-dflash-pflash	7829	decode
476.000	qwen36-27b-baseline	5029	decode
476.000	qwen36-35b-a3b-dynamic-strix	8192	done
476.000	mistral-small-4-119b-ud-q4km	4983	decode
476.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
476.000	gemma4-e2b-q4km-gemma-bin	8192	done
478.000	qwen36-27b-dflash-pflash	7863	decode
478.000	qwen36-27b-baseline	5053	decode
478.000	qwen36-35b-a3b-dynamic-strix	8192	done
478.000	mistral-small-4-119b-ud-q4km	5007	decode
478.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
478.000	gemma4-e2b-q4km-gemma-bin	8192	done
480.000	qwen36-27b-dflash-pflash	7897	decode
480.000	qwen36-27b-baseline	5077	decode
480.000	qwen36-35b-a3b-dynamic-strix	8192	done
480.000	mistral-small-4-119b-ud-q4km	5030	decode
480.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
480.000	gemma4-e2b-q4km-gemma-bin	8192	done
482.000	qwen36-27b-dflash-pflash	7931	decode
482.000	qwen36-27b-baseline	5102	decode
482.000	qwen36-35b-a3b-dynamic-strix	8192	done
482.000	mistral-small-4-119b-ud-q4km	5054	decode
482.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
482.000	gemma4-e2b-q4km-gemma-bin	8192	done
484.000	qwen36-27b-dflash-pflash	7965	decode
484.000	qwen36-27b-baseline	5126	decode
484.000	qwen36-35b-a3b-dynamic-strix	8192	done
484.000	mistral-small-4-119b-ud-q4km	5078	decode
484.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
484.000	gemma4-e2b-q4km-gemma-bin	8192	done
486.000	qwen36-27b-dflash-pflash	7999	decode
486.000	qwen36-27b-baseline	5150	decode
486.000	qwen36-35b-a3b-dynamic-strix	8192	done
486.000	mistral-small-4-119b-ud-q4km	5102	decode
486.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
486.000	gemma4-e2b-q4km-gemma-bin	8192	done
488.000	qwen36-27b-dflash-pflash	8033	decode
488.000	qwen36-27b-baseline	5174	decode
488.000	qwen36-35b-a3b-dynamic-strix	8192	done
488.000	mistral-small-4-119b-ud-q4km	5126	decode
488.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
488.000	gemma4-e2b-q4km-gemma-bin	8192	done
490.000	qwen36-27b-dflash-pflash	8067	decode
490.000	qwen36-27b-baseline	5198	decode
490.000	qwen36-35b-a3b-dynamic-strix	8192	done
490.000	mistral-small-4-119b-ud-q4km	5149	decode
490.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
490.000	gemma4-e2b-q4km-gemma-bin	8192	done
492.000	qwen36-27b-dflash-pflash	8100	decode
492.000	qwen36-27b-baseline	5222	decode
492.000	qwen36-35b-a3b-dynamic-strix	8192	done
492.000	mistral-small-4-119b-ud-q4km	5173	decode
492.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
492.000	gemma4-e2b-q4km-gemma-bin	8192	done
494.000	qwen36-27b-dflash-pflash	8134	decode
494.000	qwen36-27b-baseline	5246	decode
494.000	qwen36-35b-a3b-dynamic-strix	8192	done
494.000	mistral-small-4-119b-ud-q4km	5197	decode
494.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
494.000	gemma4-e2b-q4km-gemma-bin	8192	done
496.000	qwen36-27b-dflash-pflash	8168	decode
496.000	qwen36-27b-baseline	5270	decode
496.000	qwen36-35b-a3b-dynamic-strix	8192	done
496.000	mistral-small-4-119b-ud-q4km	5221	decode
496.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
