ts_iso	epoch	prompt_tokens_total	prompt_seconds_total	tokens_predicted_total	tokens_predicted_seconds_total	requests_processing	requests_deferred
2026-05-12T22:23:00-0400	1778638980	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:02-0400	1778638982	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:04-0400	1778638984	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:06-0400	1778638986	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:08-0400	1778638988	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:10-0400	1778638990	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:13-0400	1778638993	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:15-0400	1778638995	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:17-0400	1778638997	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:19-0400	1778638999	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:21-0400	1778639001	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:23-0400	1778639003	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:25-0400	1778639005	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:27-0400	1778639007	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:29-0400	1778639009	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:31-0400	1778639011	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:33-0400	1778639013	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:35-0400	1778639015	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:38-0400	1778639018	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:40-0400	1778639020	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:42-0400	1778639022	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:44-0400	1778639024	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:46-0400	1778639026	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:48-0400	1778639028	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:50-0400	1778639030	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:52-0400	1778639032	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:54-0400	1778639034	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:56-0400	1778639036	33364	116.365	2048	168.881	1	0
2026-05-12T22:23:58-0400	1778639038	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:01-0400	1778639041	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:03-0400	1778639043	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:05-0400	1778639045	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:07-0400	1778639047	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:09-0400	1778639049	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:11-0400	1778639051	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:13-0400	1778639053	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:15-0400	1778639055	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:17-0400	1778639057	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:19-0400	1778639059	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:21-0400	1778639061	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:24-0400	1778639064	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:26-0400	1778639066	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:28-0400	1778639068	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:30-0400	1778639070	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:32-0400	1778639072	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:34-0400	1778639074	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:36-0400	1778639076	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:38-0400	1778639078	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:40-0400	1778639080	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:42-0400	1778639082	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:45-0400	1778639085	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:47-0400	1778639087	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:49-0400	1778639089	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:51-0400	1778639091	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:53-0400	1778639093	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:55-0400	1778639095	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:57-0400	1778639097	33364	116.365	2048	168.881	1	0
2026-05-12T22:24:59-0400	1778639099	33364	116.365	2048	168.881	1	0
2026-05-12T22:25:01-0400	1778639101	33364	116.365	2048	168.881	1	0
2026-05-12T22:25:03-0400	1778639103	33364	116.365	2048	168.881	1	0
2026-05-12T22:25:05-0400	1778639105	33364	116.365	2048	168.881	1	0
2026-05-12T22:25:08-0400	1778639108	33364	116.365	2048	168.881	1	0
2026-05-12T22:25:10-0400	1778639110	33364	116.365	2048	168.881	1	0
2026-05-12T22:25:12-0400	1778639112	33364	116.365	2048	168.881	1	0
2026-05-12T22:25:14-0400	1778639114	33364	116.365	2048	168.881	1	0
2026-05-12T22:25:16-0400	1778639116	33364	116.365	2048	168.881	1	0
2026-05-12T22:25:18-0400	1778639118	33364	116.365	2048	168.881	1	0
2026-05-12T22:25:20-0400	1778639120	33364	116.365	2048	168.881	1	0
2026-05-12T22:25:22-0400	1778639122	33364	116.365	2048	168.881	1	0
2026-05-12T22:25:24-0400	1778639124	33364	116.365	2048	168.881	1	0
2026-05-12T22:25:26-0400	1778639126	33364	116.365	10240	849.152	0	0
2026-05-12T22:25:28-0400	1778639128	33364	116.365	10240	849.152	0	0
2026-05-12T22:25:30-0400	1778639130	33364	116.365	10240	849.152	0	0
2026-05-12T22:25:32-0400	1778639132	33364	116.365	10240	849.152	0	0
2026-05-12T22:25:34-0400	1778639134	33364	116.365	10240	849.152	0	0
2026-05-12T22:25:37-0400	1778639137	33364	116.365	10240	849.152	0	0
2026-05-12T22:25:39-0400	1778639139	33364	116.365	10240	849.152	0	0
2026-05-12T22:25:41-0400	1778639141	33364	116.365	10240	849.152	0	0
2026-05-12T22:25:43-0400	1778639143	33364	116.365	10240	849.152	0	0
2026-05-12T22:25:45-0400	1778639145	33364	116.365	10240	849.152	0	0
2026-05-12T22:25:47-0400	1778639147	33364	116.365	10240	849.152	0	0
2026-05-12T22:25:49-0400	1778639149	33364	116.365	10240	849.152	0	0
2026-05-12T22:25:51-0400	1778639151	33364	116.365	10240	849.152	0	0
2026-05-12T22:25:53-0400	1778639153	33364	116.365	10240	849.152	0	0
2026-05-12T22:25:55-0400	1778639155	33364	116.365	10240	849.152	0	0
2026-05-12T22:25:57-0400	1778639157	33364	116.365	10240	849.152	0	0
2026-05-12T22:25:59-0400	1778639159	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:01-0400	1778639161	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:03-0400	1778639163	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:05-0400	1778639165	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:07-0400	1778639167	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:09-0400	1778639169	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:11-0400	1778639171	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:13-0400	1778639173	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:15-0400	1778639175	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:17-0400	1778639177	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:19-0400	1778639179	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:21-0400	1778639181	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:23-0400	1778639183	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:25-0400	1778639185	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:27-0400	1778639187	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:29-0400	1778639189	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:31-0400	1778639191	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:33-0400	1778639193	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:35-0400	1778639195	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:37-0400	1778639197	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:39-0400	1778639199	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:41-0400	1778639201	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:43-0400	1778639203	33364	116.365	10240	849.152	0	0
2026-05-12T22:26:45-0400	1778639205	33364	116.365	10240	849.152	0	0
